ind,ozone,dzone,ostop,dstop
28084,8,3,370,339
9083,1,27,506,1659
76433,23,25,160,131
8444,1,26,1695,120
96280,27,8,403,368
80883,24,21,1667,955
85900,25,22,102,466
51953,13,26,541,96
86559,25,24,303,1660
42848,9,26,1162,327
41966,9,23,1339,156
63848,21,24,980,412
12048,2,11,347,950
9548,2,3,345,360
62706,21,21,1656,956
90057,26,8,94,364
33015,8,21,1698,42
7576,1,24,1695,1661
51840,13,11,1071,950
85870,25,22,68,504
81520,24,22,412,501
69551,22,25,50,131
55938,20,26,539,96
62463,21,18,954,109
53575,16,22,262,467
34664,8,23,1702,154
97507,27,22,212,467
75441,23,21,411,54
94605,26,26,306,95
89078,26,3,331,361
10990,2,9,353,1183
73390,23,8,184,1703
66842,22,3,465,361
37903,9,1,1161,1677
42954,9,26,163,76
64669,21,26,43,76
91897,26,21,308,980
43820,10,2,1181,1678
67123,22,4,467,375
74379,23,9,157,163
61262,21,9,1655,1163
56441,21,1,462,506
51268,12,19,63,233
42308,9,25,1332,298
36571,8,26,1674,76
35374,8,24,1702,1661
83614,25,2,334,1680
62159,21,12,1648,60
95918,27,4,193,507
43768,10,2,314,1678
96712,27,10,409,316
42114,9,24,111,1667
10518,2,8,1679,368
67269,22,6,51,322
64998,21,27,398,214
96980,27,18,401,1269
16437,2,26,343,305
40774,9,19,1332,1572
12429,2,19,357,233
67271,22,6,231,322
12658,2,21,346,40
41142,9,21,166,1649
62665,21,21,953,45
22866,5,1,1342,215
51696,12,26,61,308
18428,3,15,361,1325
17623,3,8,338,1697
74890,23,11,187,223
90437,26,9,74,1335
25995,7,21,18,43
11511,2,10,295,316
94720,26,26,72,119
34285,8,23,1676,184
77439,23,27,740,1671
46166,11,1,505,1694
8769,1,26,376,120
68005,22,9,229,166
49390,11,22,8,503
41253,9,21,1335,983
53287,16,16,276,775
82608,24,26,1660,325
73883,23,8,160,370
45193,10,21,21,983
23435,5,8,1331,387
79139,24,8,1670,369
72600,23,3,47,361
33561,8,22,368,250
88909,26,3,77,339
89888,26,8,91,363
60577,21,8,1646,1675
59008,21,3,55,361
7391,1,24,1,1670
95223,27,1,394,1677
93925,26,25,119,100
7837,1,25,215,71
25252,6,25,311,379
96584,27,9,194,1339
49199,11,21,256,59
36740,8,26,387,90
62708,21,21,45,1655
71619,23,2,766,1679
91622,26,16,328,856
83913,25,4,99,375
47932,11,8,984,369
31213,8,11,365,10
89089,26,3,97,340
68190,22,10,253,179
23874,5,22,1690,250
4429,1,21,1,1654
28465,8,5,363,1330
86992,25,26,122,327
28012,8,3,1699,338
33682,8,22,363,48
16872,2,26,353,377
57988,21,2,57,353
15227,2,23,772,157
74731,23,11,766,986
63370,21,24,954,410
82013,24,23,1661,157
8890,1,26,215,308
37470,8,27,863,212
53922,16,25,270,335
670,1,6,1677,28
6198,1,23,506,770
57163,21,1,398,1677
83263,25,1,71,1694
42795,9,26,163,120
35703,8,24,388,1665
14248,2,22,295,250
32425,8,20,369,80
97435,27,22,396,227
758,1,7,380,31
32867,8,21,1676,400
94599,26,26,327,120
86636,25,25,333,102
92373,26,21,118,1654
30817,8,10,1699,11
45949,10,26,117,325
12783,2,21,1691,981
82605,24,26,1661,377
77087,23,26,188,306
92071,26,21,304,1648
39346,9,8,1339,1270
44001,10,3,20,340
47987,11,8,10,1676
43939,10,2,312,356
87460,26,1,302,1695
69643,22,26,229,119
28848,8,7,365,33
52149,5,21,1343,1649
71902,23,2,186,355
55910,8,4,947,374
49222,11,21,1509,983
49889,11,24,984,1660
93531,26,24,120,1664
66624,22,2,252,1679
70851,23,1,740,215
11401,2,10,1678,142
91227,26,11,307,219
6463,1,23,376,767
21858,4,22,542,251
9769,2,6,1692,180
67606,22,8,504,1673
29371,8,8,388,1702
60751,21,8,1657,1696
79173,24,8,410,369
11629,2,11,346,950
41734,9,23,1332,154
88419,26,2,121,861
68805,22,21,465,1649
58498,21,2,54,261
66820,22,3,229,360
53808,16,24,282,1664
15442,2,24,354,459
28170,8,4,947,374
95528,27,2,193,353
91812,26,20,121,510
9888,2,7,1693,66
44808,10,11,1627,951
11504,2,10,345,318
65398,22,1,502,376
61964,21,11,1647,219
93457,26,23,74,766
18027,3,10,361,116
26955,8,1,370,506
74359,23,9,156,1163
24172,5,25,320,298
33658,8,22,1674,468
64551,21,26,1654,90
2407,1,10,506,138
26427,8,1,386,376
8301,1,26,1694,79
82101,24,24,1665,1662
6999,1,23,380,186
39665,9,8,111,370
35316,8,24,389,1663
13162,2,21,1680,1654
72926,23,4,740,381
21500,4,21,375,983
61683,21,10,953,1576
94931,26,27,79,464
93255,26,23,75,47
86331,25,23,102,766
31536,8,11,363,1509
81194,24,21,1663,54
8999,1,27,1677,394
7857,1,25,380,298
94199,26,25,302,70
25353,6,27,311,196
7568,1,24,215,1670
38577,9,2,1183,295
25681,7,4,2,542
95180,27,1,206,506
42500,9,25,168,102
92572,26,22,93,227
36170,8,25,863,131
67246,22,5,227,1690
86686,25,25,332,998
41460,9,22,177,252
95695,27,2,210,1678
7498,1,24,506,459
44814,10,11,14,221
87089,25,26,998,327
90678,26,9,76,1338
67847,22,8,465,1673
51790,13,8,995,864
22889,5,1,1342,1677
49508,11,23,257,769
1645,1,8,380,369
82408,24,26,1662,327
83393,25,2,122,347
20729,4,8,381,388
72725,23,4,411,381
52312,9,8,1160,363
7256,1,24,1695,1666
44741,10,10,313,143
50204,11,26,986,327
81916,24,23,1661,740
86468,25,24,69,1664
83037,25,1,333,1
6877,1,23,506,770
67626,22,8,501,1698
75591,23,21,181,57
84404,25,8,131,1701
4639,1,21,380,463
65855,22,1,231,1677
84821,25,9,124,1334
20365,3,27,342,195
39819,9,8,175,1703
69557,22,25,503,300
70967,23,1,186,1
44212,10,6,1627,771
24417,6,1,297,1694
91777,26,20,329,509
73070,23,5,46,1690
79423,24,8,1664,386
3116,1,11,215,984
17180,2,27,261,403
73264,23,8,1652,1270
34096,8,23,365,767
56317,21,1,1657,506
57045,21,1,463,1694
47576,11,4,256,374
11774,2,11,772,1574
65043,21,27,1657,207
79805,24,8,1669,1674
55856,20,23,80,154
18932,3,21,342,1654
32703,8,21,386,983
48626,11,11,223,991
35002,8,24,368,1669
79859,24,8,1660,367
24970,6,18,296,1683
81737,24,23,1660,47
70448,23,1,186,506
41569,9,22,168,48
58572,21,2,399,1692
38735,9,3,166,341
14950,2,23,355,1651
90396,26,9,72,1332
57275,21,1,1656,506
21780,4,21,542,982
33787,8,22,1673,466
61948,21,11,43,996
45869,10,26,13,76
58391,21,2,1650,353
86564,25,24,334,1667
653,1,6,1695,180
3166,1,11,215,225
31085,8,10,370,25
64262,21,25,982,131
45700,10,25,1629,68
4349,1,21,1695,983
75374,23,20,154,509
41704,9,23,162,1651
95197,27,1,461,376
19384,3,23,341,766
64686,21,26,45,325
81213,24,21,1666,398
67629,22,8,465,1703
50977,12,8,37,1697
26394,8,1,388,1694
65208,21,27,982,401
89709,26,8,325,389
49560,11,23,1625,964
47750,11,8,984,369
8551,1,26,380,73
31389,8,11,1270,990
88796,26,2,121,295
66367,22,2,466,344
14437,2,23,1681,740
65676,22,1,230,1
29502,8,9,391,1336
2187,1,9,215,175
32711,8,21,388,1654
18366,3,11,362,219
58956,21,3,400,341
76581,23,25,411,68
76763,23,26,160,95
88866,26,3,377,342
12712,2,21,354,399
67873,22,8,468,1701
34019,8,22,367,229
51641,12,26,62,75
31843,8,12,863,324
27221,8,2,1675,344
92310,26,21,72,398
12016,2,11,1679,984
40465,9,10,1160,11
26921,8,1,387,215
11915,2,11,347,950
45715,10,25,312,298
62480,21,19,40,958
7563,1,24,506,1662
17529,3,7,339,310
37437,8,27,1701,194
50671,12,1,39,1694
40760,9,18,1183,171
19332,3,23,358,740
97046,27,21,214,1657
77994,24,1,1663,506
86033,25,23,122,160
94697,26,26,302,307
57781,21,2,45,355
58101,21,2,982,353
18227,3,11,359,949
20242,3,26,342,328
66663,22,2,251,861
37047,8,27,391,205
82144,24,25,1668,67
19226,3,22,342,228
65773,22,1,51,506
10886,2,9,295,1338
3265,1,12,1,60
59307,21,4,956,381
10124,2,8,861,389
51339,12,21,309,399
27625,8,2,1697,354
53454,16,21,294,58
46844,11,2,986,356
82980,25,1,68,380
45373,10,23,13,740
18499,3,18,359,1182
66296,22,2,503,346
60118,21,8,1657,1703
78863,24,4,1669,374
67086,22,4,231,542
90429,26,9,72,1340
78067,24,1,1660,376
50003,11,24,225,1665
88673,26,2,73,357
8660,1,26,380,325
35475,8,24,366,1664
10428,2,8,345,1703
27619,8,2,1696,345
53090,16,10,349,21
80212,24,10,459,13
57865,21,2,981,772
63295,21,24,1657,1662
17254,3,1,342,506
45411,10,23,26,1651
16512,2,26,772,330
90840,26,9,91,1180
25466,7,1,65,506
21287,4,11,381,256
61569,21,10,408,161
66128,22,2,468,1678
60618,21,8,1655,387
65662,22,1,465,1694
44893,10,15,316,1326
20304,3,26,358,79
96461,27,8,208,862
78187,24,2,1668,861
63865,21,25,42,124
32251,8,18,1327,1268
12229,2,16,1692,269
46362,11,1,984,506
51853,13,16,995,272
95782,27,3,395,362
45551,10,24,14,410
11766,2,11,772,949
69355,22,24,503,460
62945,21,22,56,957
10601,2,8,1681,946
6884,1,23,1694,184
63230,21,23,59,740
2756,1,11,376,36
3662,1,19,506,1581
40261,9,8,1332,370
10889,2,9,354,1332
93217,26,23,79,183
25076,6,22,619,251
55877,20,23,509,184
84942,25,10,335,1576
31790,8,11,387,255
74876,23,11,155,257
73879,23,8,154,1698
23366,5,8,1328,391
11078,2,9,345,1163
35520,8,24,370,410
40101,9,8,177,387
2104,1,9,506,167
36748,8,26,366,75
56390,21,1,43,376
52193,15,21,944,42
67764,22,8,50,370
81626,24,23,1667,183
78966,24,4,459,375
13746,2,22,354,252
97159,27,21,195,1646
10118,2,8,861,1698
92369,26,21,118,398
32460,8,21,1698,1650
85797,25,21,131,1650
93285,26,23,307,187
42955,9,26,1337,92
46170,11,1,255,1677
90978,26,10,325,142
34449,8,23,1674,46
15356,2,24,357,1662
68832,22,21,227,983
11379,2,10,343,14
5988,1,23,1695,740
20595,4,5,375,1342
8315,1,26,506,330
47112,11,2,225,353
32699,8,21,1674,1649
63954,21,25,1650,335
81228,24,21,1670,1656
70599,23,1,160,506
71388,23,2,740,354
92519,26,21,79,1648
22278,4,23,381,182
32126,8,16,364,290
88288,26,2,325,1691
33678,8,22,368,250
30872,8,10,1674,1627
60287,21,8,42,369
17890,3,9,338,1339
77306,23,26,160,79
26819,8,1,1699,380
21113,4,10,381,1628
23839,5,21,319,1654
25494,7,1,30,1694
66279,22,2,231,261
21496,4,21,375,1655
83960,25,4,71,542
83767,25,3,99,339
22344,4,24,381,1668
12446,2,19,1692,1573
63064,21,23,408,187
50215,11,26,996,76
9382,2,1,1679,1
69699,22,26,230,92
34942,8,23,1674,770
41415,9,22,1161,468
87132,25,27,122,1672
62819,21,21,1657,397
19925,3,25,338,333
21843,4,22,375,503
5227,1,22,1694,48
43684,10,2,22,1680
17292,3,1,362,506
47744,11,8,505,389
97467,27,22,193,254
86367,25,24,333,1662
78698,24,3,1665,339
41852,9,23,162,184
10922,2,9,344,177
72315,23,3,159,341
48108,11,8,224,369
46130,11,1,951,215
96030,27,7,401,4
82561,24,26,1664,307
34234,8,23,946,52
52718,16,4,856,374
39477,9,8,162,391
59053,21,3,1650,340
66529,22,2,501,357
2272,1,10,1,140
54553,18,23,106,52
55781,20,21,539,1646
4108,1,21,1695,43
8066,1,25,1,379
52175,15,21,1325,1650
79849,24,8,1667,366
83918,25,4,300,375
73249,23,8,184,365
47709,11,8,996,1700
54583,18,24,1683,1665
39208,9,8,1340,1701
50730,12,1,324,376
30821,8,10,387,138
9642,2,5,353,319
89294,26,4,302,542
68725,8,10,1673,25
92462,26,21,302,58
59437,21,4,43,542
45031,10,21,22,1657
44142,10,4,1629,375
27694,8,2,386,1691
5270,1,22,215,51
56936,21,1,981,1
80103,24,10,410,141
20248,3,26,362,76
98059,27,25,196,334
210,1,2,1,346
87716,26,1,74,1
47417,11,3,256,361
16111,2,25,1681,404
51397,12,21,38,1654
67293,22,7,465,65
2134,1,9,376,1179
32556,8,21,1676,980
69592,22,25,230,333
71218,23,1,188,1695
33466,8,21,1270,44
62330,21,16,1656,274
40998,9,21,168,953
59683,21,6,1657,29
14348,2,22,356,250
71693,23,2,181,345
45179,10,21,1181,397
56315,21,1,955,1
74623,23,10,769,114
89554,26,7,97,31
65859,22,1,466,380
15797,2,24,356,1663
94260,26,26,119,305
37639,9,1,164,215
60183,21,8,1648,387
96972,27,18,464,106
75922,23,23,53,157
71206,23,1,187,1677
69058,22,23,251,740
65695,22,1,227,506
50071,11,25,259,300
22784,4,27,507,394
31495,8,11,862,951
85292,25,16,301,774
32757,8,21,1673,408
76477,23,25,185,101
82113,24,24,460,412
92622,26,22,97,231
56568,21,1,1646,380
7844,1,25,1,101
30141,8,9,391,1162
14672,2,23,861,53
8041,1,25,1,332
40202,9,8,166,1676
88924,26,3,121,341
86881,25,26,301,76
27017,8,1,365,380
33882,8,22,363,50
39099,9,8,177,389
92529,26,21,96,982
90463,26,9,120,1332
63915,21,25,400,334
63172,21,23,399,46
38689,9,3,111,361
70657,23,1,741,1695
95963,27,5,189,1345
13994,2,22,1679,504
5804,1,22,376,502
37270,8,27,1703,1671
93633,26,24,306,1666
78448,24,2,1666,295
29294,8,8,391,947
57605,21,2,58,1679
73627,23,8,767,368
12294,2,16,295,281
79697,24,8,410,1703
25189,6,24,6,1660
31705,8,11,387,221
23688,5,16,1345,294
89405,26,5,77,1344
35424,8,24,1698,1664
48573,11,11,36,985
1811,1,9,376,1336
12716,2,21,343,956
75838,23,23,1652,160
63829,21,24,43,1661
43663,10,2,1575,344
10002,2,8,261,862
57661,21,2,463,1680
50178,11,25,987,101
89446,26,6,96,988
45438,10,23,314,770
29727,8,9,1698,1179
24853,6,8,17,1327
18597,3,21,358,1655
64512,21,26,43,77
4290,1,21,506,1656
13667,2,21,346,980
2725,1,11,506,505
84992,25,11,998,951
74694,23,10,188,1181
86160,25,23,131,182
3498,1,16,1694,266
1014,1,8,215,365
84529,25,8,102,386
39780,9,8,1339,365
22009,4,23,374,1651
27539,8,2,1696,295
89267,26,4,94,507
90130,26,8,79,1697
64473,21,26,41,92
51852,13,16,997,290
90990,26,10,308,313
33037,8,21,368,1656
11406,2,10,346,1575
87096,25,26,124,90
68549,22,13,465,392
55041,19,11,1686,990
23445,5,8,1690,387
80500,24,16,1665,291
33674,8,22,864,49
61505,21,10,955,312
94128,26,25,91,998
50657,12,1,62,376
79967,24,9,1665,1179
55565,20,4,81,374
31995,8,13,863,87
60919,21,8,1657,1703
11956,2,11,344,259
66580,22,2,252,1678
59748,21,6,1647,1508
20828,4,8,542,1703
1995,1,9,1694,176
75351,23,19,160,1686
8813,1,26,380,120
132,1,1,1694,380
90797,26,9,308,1180
56056,21,1,397,1
19913,3,25,361,131
28837,8,7,388,64
81704,24,23,412,741
35292,8,24,1696,1664
86911,25,26,123,79
70706,23,1,186,1695
17238,2,27,346,1671
17786,3,8,358,1675
5644,1,22,380,251
7272,1,24,380,1667
70625,23,1,770,1677
35171,8,24,387,1661
88501,26,2,75,772
21673,4,21,542,1648
42367,9,25,168,299
3456,1,16,380,268
80132,24,10,1665,312
9738,2,5,344,1341
80156,24,10,1660,1576
65781,22,1,228,1
17817,3,9,359,168
64555,21,26,463,90
52252,15,24,616,460
55254,19,23,958,770
32513,8,21,387,953
17973,3,9,339,111
63616,21,24,1647,1666
1559,1,8,215,386
67473,22,8,227,1674
4930,1,21,1694,1647
91802,26,20,302,539
93599,26,24,302,459
50917,12,4,62,542
5696,1,22,380,501
83201,25,1,333,1694
96730,27,10,403,19
72241,23,2,186,1681
65625,22,1,48,1694
2826,1,11,215,216
40939,9,21,162,54
97081,27,21,409,398
76173,23,24,47,460
23050,5,2,319,295
20253,3,26,361,96
13706,2,21,353,399
57147,21,1,462,1
92273,26,21,77,983
495,1,5,1695,319
60816,21,8,55,1700
36406,8,26,391,90
30439,8,9,387,1338
1926,1,9,1,163
42454,9,25,1183,301
32656,8,21,1675,54
26302,8,1,1675,1677
74684,23,10,47,138
27287,8,2,1696,861
31759,8,11,386,1509
67789,22,8,467,364
89549,26,7,305,310
34916,8,23,1699,46
70081,22,27,503,207
65551,22,1,48,1694
55742,21,6,954,322
11725,2,11,1679,258
65954,22,1,49,506
96789,27,11,213,986
77134,23,26,182,93
53527,16,21,773,1650
82994,25,1,122,1677
23729,5,21,1343,1649
88400,26,2,75,355
23359,5,8,1330,864
24180,5,26,320,118
38107,9,2,1339,772
14125,2,22,1693,252
88527,26,2,94,354
74431,23,9,768,1337
48955,11,21,987,56
13333,2,21,1680,1656
58819,21,3,1650,361
96459,27,8,401,1674
18853,3,21,358,45
13456,2,21,1679,953
61085,21,9,956,176
6682,1,23,1677,741
89498,26,6,76,771
43896,10,2,12,343
37263,8,27,365,1658
55995,21,1,462,506
85899,25,22,68,504
1092,1,8,380,369
92744,26,22,331,49
90371,26,8,305,1675
33431,8,21,862,954
81421,24,22,459,504
67035,22,4,254,381
93492,26,24,307,1660
79154,24,8,412,1673
27261,8,2,386,1681
59384,21,4,54,374
1570,1,8,215,1699
32471,8,21,1675,1647
49539,11,23,219,157
1330,1,8,376,363
27491,8,2,947,1678
42918,9,26,111,77
80071,24,9,1663,177
54607,18,25,146,332
74739,23,11,159,36
91354,26,11,331,259
4848,1,21,1677,399
52411,16,1,269,1694
13092,2,21,1679,56
23279,5,8,320,1674
57221,21,1,1654,215
78328,24,2,1668,772
96923,27,16,464,276
89473,26,6,328,6
82974,25,1,378,1695
92479,26,21,305,1648
46292,11,1,1509,1
35948,8,25,1327,71
16316,2,26,353,304
77710,24,1,1660,1
92037,26,21,93,55
12056,2,11,357,951
87445,26,1,328,215
61936,21,11,1653,36
65769,22,1,468,1
38144,9,2,1161,347
73029,23,5,159,319
40255,9,8,111,391
42425,9,25,1161,301
3200,1,11,215,219
86075,25,23,298,1652
56082,21,1,463,1
35652,8,24,386,412
21541,4,21,507,399
75990,23,24,181,412
17681,3,8,360,1676
94302,26,26,304,94
95343,27,1,192,376
89272,26,4,96,507
13219,2,21,261,462
64066,21,25,981,298
72650,23,3,1651,359
32715,8,21,1673,408
79544,24,8,1660,1701
42549,9,25,176,102
56546,21,1,1655,215
80600,24,18,1663,169
32672,8,21,388,41
67554,22,8,466,863
95011,26,27,328,207
70157,23,1,188,1695
61129,21,9,59,1179
65574,22,1,227,380
23076,5,2,1343,295
89704,26,8,92,389
19847,3,24,361,1669
14742,2,23,347,53
48958,11,21,221,1653
69795,22,26,50,96
20107,3,26,339,92
69186,22,24,230,1666
81639,24,23,1662,52
32546,8,21,1697,981
2574,1,10,1,12
3816,1,21,380,954
28965,8,8,364,1702
49127,11,21,219,57
7565,1,24,1695,1661
22602,4,26,507,304
27388,8,2,1696,346
55140,19,21,1624,397
40931,9,21,1161,41
76828,23,26,185,91
45482,10,23,1575,188
22749,4,26,507,328
24506,6,2,311,357
58216,21,2,44,347
57016,21,1,54,1677
73129,23,6,1651,5
88641,26,2,377,343
54997,19,10,1572,13
67362,22,8,465,1673
58634,21,2,43,347
254,1,2,1694,1691
79205,24,8,1662,369
45596,10,24,140,1664
81032,24,21,1660,56
4574,1,21,1694,41
16278,2,26,1691,377
87381,26,1,121,376
3154,1,11,1694,952
94132,26,25,118,131
65455,22,1,227,506
45838,10,26,112,331
86748,25,25,298,101
52354,16,1,268,1694
74892,23,11,157,222
27004,8,1,1674,380
24217,5,26,1329,75
4171,1,21,506,58
15143,2,23,355,53
88443,26,2,307,346
15669,2,24,346,1667
37454,8,27,368,396
6067,1,23,376,52
79623,24,8,410,1699
71544,23,2,767,1681
75091,23,12,769,38
92020,26,21,93,59
18220,3,11,360,255
64123,21,25,982,333
7462,1,24,1695,1665
67075,22,4,230,375
67470,22,8,467,1674
69966,22,27,251,402
18756,3,21,362,953
82550,24,26,1670,77
13097,2,21,1680,1656
16862,2,26,353,306
93193,26,23,305,160
42376,9,25,176,300
31531,8,11,364,951
14077,2,22,1679,229
51446,12,22,309,231
27049,8,1,947,1
83119,25,1,124,376
92835,26,22,94,49
66656,22,2,228,345
18370,3,11,359,951
45618,10,24,14,1668
45612,10,24,115,1660
95566,27,2,190,355
91378,26,11,96,223
1057,1,8,1694,1673
65152,21,27,982,396
54447,18,21,107,953
69177,22,24,228,1666
2052,1,9,215,162
28623,8,5,366,319
72492,23,3,769,361
63636,21,24,400,1661
82641,24,26,1663,97
7527,1,24,380,1663
65974,22,1,501,1677
80815,24,21,460,982
45150,10,21,112,1647
15294,2,23,346,157
92041,26,21,304,1649
64577,21,26,40,90
49729,11,23,217,411
10984,2,9,1679,1179
6459,1,23,215,159
78910,24,4,1660,542
34770,8,23,1698,742
88778,26,2,95,357
70910,23,1,767,1695
42884,9,26,168,120
72397,23,3,1652,341
34471,8,23,1702,154
11586,2,11,353,951
68011,22,9,504,1179
78656,24,3,1663,340
92323,26,21,329,45
71520,23,2,159,1681
97674,27,23,205,186
84615,25,9,98,1160
67879,22,8,468,364
58566,21,2,1653,1680
35663,8,24,1673,1660
64382,21,26,1650,74
89276,26,4,72,375
50913,12,4,39,542
95693,27,2,196,345
61068,21,9,956,1161
5857,1,22,380,465
90937,26,10,73,115
7132,1,24,1694,1667
72185,23,2,154,347
73729,23,8,188,366
65585,22,1,503,1677
53317,16,18,273,153
50030,11,25,221,335
15668,2,24,861,1664
59726,21,6,954,619
96159,27,8,396,387
19160,3,22,339,504
80742,24,21,1661,44
92131,26,21,302,58
17412,3,5,362,1690
78247,24,2,1667,1693
77509,23,27,181,402
41863,9,23,177,185
71569,23,2,767,344
23394,5,8,1341,1270
84842,25,9,301,1163
92820,26,22,328,50
83558,25,2,379,347
82156,24,25,412,101
51146,12,9,63,1333
9739,2,5,353,1690
21721,4,21,507,1655
41157,9,21,1338,463
16904,2,26,1691,76
40433,9,10,1183,21
47715,11,8,991,863
53072,16,9,281,1180
39066,9,8,1160,1701
24850,6,8,988,366
80430,24,11,1665,223
75578,23,21,1652,54
92157,26,21,94,54
89910,26,8,119,388
72967,23,4,154,375
12759,2,21,861,953
73392,23,8,52,1675
95278,27,1,191,215
79199,24,8,410,369
34714,8,23,369,411
35252,8,24,1696,410
7138,1,24,1677,460
64803,21,26,955,92
79071,24,7,1665,4
84869,25,9,334,164
33968,8,22,363,254
9466,2,2,1681,861
41049,9,21,1162,462
38873,9,4,165,381
52654,16,3,283,360
42299,9,25,1160,69
69599,22,26,228,91
17303,3,2,360,353
57637,21,2,1656,1679
66281,22,2,228,1679
81826,24,23,412,767
63001,21,22,982,229
85972,25,22,71,229
28857,8,7,363,33
19506,3,23,342,182
5151,1,21,506,1649
69256,22,24,503,410
14769,2,23,345,186
45588,10,24,116,1668
79974,24,9,1670,1334
54844,19,5,246,1690
29994,8,9,1327,165
72574,23,3,159,359
37980,9,1,111,380
42210,9,24,1337,1661
93577,26,24,308,1667
7068,1,24,1,1667
81895,24,23,1662,182
64769,21,26,1649,325
77557,23,27,768,191
95823,27,3,194,340
86867,25,26,998,91
91816,26,20,119,539
61245,21,9,45,1162
9056,1,27,1,212
81549,24,22,460,254
19728,3,24,358,459
21691,4,21,542,953
66493,22,2,504,1680
10860,2,9,261,165
45012,10,21,1575,1650
45309,10,22,314,231
90292,26,8,308,1699
2966,1,11,1694,951
50522,11,27,256,195
48726,11,13,985,83
19404,3,23,338,1652
75579,23,21,186,954
94252,26,26,308,72
31169,8,10,369,178
96374,27,8,402,1673
46827,11,2,1574,772
24649,6,3,321,341
32206,8,16,389,856
76862,23,26,157,72
60392,21,8,56,1696
76036,23,24,184,1667
23473,5,8,1328,1698
52299,15,26,865,94
34240,8,23,364,742
92078,26,21,79,408
94726,26,26,327,95
51380,12,21,309,397
30700,8,9,1699,1334
81049,24,21,410,954
58033,21,2,58,354
17273,3,1,362,506
48932,11,21,949,41
45508,10,23,25,154
96222,27,8,393,1697
83003,25,1,379,215
56830,21,1,398,1695
84297,25,8,335,1700
85714,25,21,379,462
78435,24,2,410,1693
92217,26,21,331,59
19549,3,23,358,769
75207,23,16,46,268
89641,26,8,97,365
76545,23,25,770,123
33220,8,21,1703,40
63284,21,24,1656,1667
5660,1,22,215,253
72977,23,5,411,1345
97888,27,23,464,52
33895,8,22,1675,468
19777,3,24,338,1667
4268,1,21,380,1655
65801,22,1,229,506
46829,11,2,1509,357
37984,9,1,1333,506
82021,24,23,1668,187
82645,24,26,459,331
88326,26,2,77,343
70712,23,1,156,376
59272,21,4,1647,375
3408,1,15,1677,1272
19780,3,24,340,1666
80177,24,10,1662,112
6345,1,23,1,411
75296,23,18,158,153
59815,21,7,1655,35
77054,23,26,155,327
93496,26,24,73,1667
51506,12,23,60,187
25272,6,25,15,379
13800,2,22,344,468
49716,11,23,225,46
73411,23,8,411,1700
37476,8,27,1697,393
90140,26,8,330,388
9301,2,1,357,376
55527,20,2,80,343
65074,21,27,40,207
49811,11,24,984,1664
90215,26,8,72,389
23608,5,10,1341,1181
19946,3,25,339,300
23561,5,8,1345,363
13775,2,22,1678,503
72420,23,3,154,362
8618,1,26,1677,307
40216,9,8,175,370
7124,1,24,1695,1666
75772,23,23,182,742
88475,26,2,96,1680
67447,22,8,465,1674
47554,11,4,259,375
60712,21,8,58,1701
61917,21,11,1650,951
16655,2,26,1681,120
44637,10,8,114,365
53533,16,21,286,44
12677,2,21,261,41
18387,3,12,362,324
47769,11,8,505,1702
47436,11,3,257,361
11528,2,10,347,19
31238,8,11,1696,991
80602,24,18,410,1268
30874,8,10,386,313
77359,23,27,770,1672
40044,9,8,162,1700
24575,6,2,311,772
37872,9,1,1162,215
51687,12,26,38,308
27963,8,3,1270,361
93203,26,23,74,159
3187,1,11,380,950
10013,2,8,344,366
15722,2,24,295,1668
34349,8,23,863,154
42711,9,26,1183,97
8529,1,26,1694,93
63480,21,24,955,1661
86874,25,26,123,92
53348,16,19,269,243
15913,2,25,354,404
94013,26,25,308,378
46629,11,1,216,215
3397,1,15,1694,1326
20474,4,1,507,1677
46590,11,1,1625,1
93325,26,23,329,156
26251,7,26,310,73
50483,11,26,984,76
15315,2,23,1693,155
88642,26,2,302,354
88838,26,3,79,362
30172,8,9,1703,1340
91896,26,21,76,983
38817,9,3,177,342
95342,27,1,393,1677
85420,25,21,335,462
95641,27,2,195,357
51462,12,22,309,503
63706,21,24,954,460
46179,11,1,258,1694
7482,1,24,1695,1664
97233,27,21,214,57
29829,8,9,391,167
40725,9,16,1339,293
19997,3,25,338,101
85397,25,20,69,510
95900,27,4,208,381
97698,27,23,193,187
80846,24,21,1660,1648
45803,10,26,117,302
20821,4,8,507,363
69688,22,26,230,330
51935,7,22,30,501
14455,2,23,1691,155
39951,9,8,165,1674
62490,21,19,955,1584
4800,1,21,1694,956
22732,4,26,542,119
5491,1,22,1695,50
38718,9,3,1338,359
64673,21,26,1654,72
72247,23,2,187,261
14370,2,23,1681,53
74044,23,8,187,1701
58911,21,3,55,362
40628,9,15,1333,545
31797,8,11,1703,1574
97198,27,21,403,462
56381,21,1,57,506
53856,16,25,288,379
53496,16,21,352,398
87576,26,1,73,506
82394,24,26,1663,77
4802,1,21,376,1653
59740,21,6,58,5
56358,21,1,956,1694
75550,23,21,411,1648
86372,25,24,300,1670
64721,21,26,58,120
44290,10,8,315,1697
74806,23,11,769,505
66389,22,2,48,861
38851,9,4,162,542
49535,11,23,226,769
54679,19,1,1685,215
27848,8,3,863,341
67952,22,9,227,168
44052,10,3,138,359
40278,9,8,1339,365
75488,23,21,187,397
30753,8,9,1700,1179
45018,10,21,112,57
36969,8,26,386,305
85090,25,11,379,989
93983,26,25,330,99
48284,11,8,1578,1702
